json_data,list-card-link href,list-card-addr,list-card-type,list-card-price,list-card-details,list-card-label,list-card-details 2,list-card-label 2,list-card-details 3,list-card-label 3,list-card-variable-text,list-card-link src,list-card-save-content,list-card-truncate
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7308 153rd St # 1a, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7308 153rd St # 1A"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72656,""longitude"":-73.814211},""url"":""/homedetails/7308-153rd-St-1A-Flushing-NY-11367/2088621862_zpid/""}",https://www.zillow.com/homedetails/7308-153rd-St-1A-Flushing-NY-11367/2088621862_zpid/,"7308 153rd St # 1A, Flushing, NY 11367",Apartment for rent,"$2,100/mo",2,bds,1,ba,900,sqft,26 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""14746 72nd Dr # 2a, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""14746 72nd Dr # 2A"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726539,""longitude"":-73.817041},""url"":""/homedetails/14746-72nd-Dr-2A-Flushing-NY-11367/2088587820_zpid/""}",https://www.zillow.com/homedetails/14746-72nd-Dr-2A-Flushing-NY-11367/2088587820_zpid/,"14746 72nd Dr # 2A, Flushing, NY 11367",Apartment for rent,"$2,075/mo",2,bds,1,ba,800,sqft,26 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
,https://www.zillow.com/b/10820-71st-ave-forest-hills-ny-65W4T7/,"10820 71st Ave, Flushing, NY",For Rent,,"$3,100",1 bd,"$5,000",2 bds,,,26 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""72nd Dr, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""numberOfRooms"":0,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""72nd Dr"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.7247,""longitude"":-73.82331},""url"":""/homedetails/72nd-Dr-Flushing-NY-11367/2082952439_zpid/""}",https://www.zillow.com/homedetails/72nd-Dr-Flushing-NY-11367/2082952439_zpid/,"72nd Dr, Flushing, NY 11367",Apartment for rent,"$1,500/mo",Studio,ba,1,sqft,700,,26 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Realty Depot
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""(Undisclosed Address), Kew Gardens Hills, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""400""},""numberOfRooms"":0,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""(undisclosed Address)"",""addressLocality"":""Kew Gardens Hills"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.728519,""longitude"":-73.817832},""url"":""/homedetails/(undisclosed-Address)-Kew-Gardens-Hills-NY-11367/2111875073_zpid/""}",https://www.zillow.com/homedetails/(undisclosed-Address)-Kew-Gardens-Hills-NY-11367/2111875073_zpid/,"(undisclosed Address), Kew Gardens Hills, NY 11367",Apartment for rent,"$1,400/mo",Studio,ba,1,sqft,400,,26 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""61st Rd, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""61st Rd"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73919,""longitude"":-73.82178},""url"":""/homedetails/61st-Rd-Flushing-NY-11367/2082952683_zpid/""}",https://www.zillow.com/homedetails/61st-Rd-Flushing-NY-11367/2082952683_zpid/,"61st Rd, Flushing, NY 11367",House for rent,"$2,200/mo",3,bds,2,ba,--,sqft,26 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Mayflower Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4653 160th St, Flushing, NY 11358"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,400""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4653 160th St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11358""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.752346,""longitude"":-73.806568},""url"":""/homedetails/4653-160th-St-Flushing-NY-11358/32048498_zpid/""}",https://www.zillow.com/homedetails/4653-160th-St-Flushing-NY-11358/32048498_zpid/,"4653 160th St, Flushing, NY 11358",Apartment for rent,"$2,995/mo",2,bds,2,ba,"1,400",sqft,26 days ago,https://photos.zillowstatic.com/p_e/ISr5h2uf0lmpeg1000000000.jpg,Save this home,Winzone Realty Inc
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Martense Ave, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Martense Ave"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.74139,""longitude"":-73.85519},""url"":""/homedetails/Martense-Ave-Corona-NY-11368/2082955853_zpid/""}",https://www.zillow.com/homedetails/Martense-Ave-Corona-NY-11368/2082955853_zpid/,"Martense Ave, Corona, NY 11368",Apartment for rent,"$2,499/mo",2,bds,1,ba,--,sqft,26 days ago,https://photos.zillowstatic.com/p_e/IS7abxixlod53n0000000000.jpg,Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Martense Ave, Flushing, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Martense Ave"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.74139,""longitude"":-73.85519},""url"":""/homedetails/Martense-Ave-Flushing-NY-11368/2082955946_zpid/""}",https://www.zillow.com/homedetails/Martense-Ave-Flushing-NY-11368/2082955946_zpid/,"Martense Ave, Flushing, NY 11368",Apartment for rent,"$1,800/mo",1,bd,1,ba,--,sqft,26 days ago,https://photos.zillowstatic.com/p_e/IS3vclp40qv3zl1000000000.jpg,Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Martense Ave, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Martense Ave"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.74188,""longitude"":-73.85457},""url"":""/homedetails/Martense-Ave-Corona-NY-11368/2082956052_zpid/""}",https://www.zillow.com/homedetails/Martense-Ave-Corona-NY-11368/2082956052_zpid/,"Martense Ave, Corona, NY 11368",Apartment for rent,"$2,699/mo",3,bds,1,ba,--,sqft,26 days ago,https://photos.zillowstatic.com/p_e/ISzfi8q1fev5mv1000000000.jpg,Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6115 98th St Apt 10d, Rego Park, NY 11374"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6115 98th St APT 10D"",""addressLocality"":""Rego Park"",""addressRegion"":""NY"",""postalCode"":""11374""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73479,""longitude"":-73.8608},""url"":""/homedetails/6115-98th-St-APT-10D-Rego-Park-NY-11374/245479776_zpid/""}",https://www.zillow.com/homedetails/6115-98th-St-APT-10D-Rego-Park-NY-11374/245479776_zpid/,"6115 98th St APT 10D, Rego Park, NY 11374",Apartment for rent,"$2,600/mo",2,bds,1.5,ba,"1,200",sqft,26 days ago,https://photos.zillowstatic.com/p_e/ISi32bapxb45010000000000.jpg,Save this home,Compass
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4710 108th St # 1, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":4,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4710 108th St # 1"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.746142,""longitude"":-73.856743},""url"":""/homedetails/4710-108th-St-1-Corona-NY-11368/2082957854_zpid/""}",https://www.zillow.com/homedetails/4710-108th-St-1-Corona-NY-11368/2082957854_zpid/,"4710 108th St # 1, Corona, NY 11368",Apartment for rent,"$3,200/mo",4,bds,1,ba,--,sqft,26 days ago,"https://maps.googleapis.com/maps/api/streetview?location=40.746142,-73.856743&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=QUyYBOYWYRKnm5-0vdNGnfWij3E=",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7742 Main St Apt 1a, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""34,329""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7742 Main St APT 1A"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72069,""longitude"":-73.81866},""url"":""/homedetails/7742-Main-St-APT-1A-Flushing-NY-11367/245448591_zpid/""}",https://www.zillow.com/homedetails/7742-Main-St-APT-1A-Flushing-NY-11367/245448591_zpid/,"7742 Main St APT 1A, Flushing, NY 11367",Apartment for rent,"$2,000/mo",2,bds,1,ba,"34,329",sqft,26 days ago,https://photos.zillowstatic.com/p_e/ISjjiifoow1mnf1000000000.jpg,Save this home,Universal Realty Group LLC
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""147th St, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,300""},""numberOfRooms"":4,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""147th St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73333,""longitude"":-73.82512},""url"":""/homedetails/147th-St-Flushing-NY-11367/2082962937_zpid/""}",https://www.zillow.com/homedetails/147th-St-Flushing-NY-11367/2082962937_zpid/,"147th St, Flushing, NY 11367",House for rent,"$4,000/mo",4,bds,2,ba,"1,300",sqft,26 days ago,"https://maps.googleapis.com/maps/api/streetview?location=40.733330,-73.825120&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=F0DTSPJyefaDfZ3hzQCUeiRWIlo=",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6829 Exeter St # 3, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6829 Exeter St # 3"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.719342,""longitude"":-73.852003},""url"":""/homedetails/6829-Exeter-St-3-Forest-Hills-NY-11375/2082963550_zpid/""}",https://www.zillow.com/homedetails/6829-Exeter-St-3-Forest-Hills-NY-11375/2082963550_zpid/,"6829 Exeter St # 3, Forest Hills, NY 11375",Apartment for rent,"$1,800/mo",2,bds,1,ba,900,sqft,27 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Terrace Sotheby's Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""138th St, Flushing, NY 11355"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""600""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""138th St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11355""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.74543,""longitude"":-73.8273},""url"":""/homedetails/138th-St-Flushing-NY-11355/2082963958_zpid/""}",https://www.zillow.com/homedetails/138th-St-Flushing-NY-11355/2082963958_zpid/,"138th St, Flushing, NY 11355",Apartment for rent,"$1,700/mo",1,bd,1,ba,600,sqft,27 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Mayflower Realty Associates Inc.
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""153rd St, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""153rd St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72529,""longitude"":-73.81358},""url"":""/homedetails/153rd-St-Flushing-NY-11367/2083814903_zpid/""}",https://www.zillow.com/homedetails/153rd-St-Flushing-NY-11367/2083814903_zpid/,"153rd St, Flushing, NY 11367",Apartment for rent,"$1,800/mo",1,bd,1,ba,700,sqft,27 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,The Realty Depot
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""55th Ave, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""55th Ave"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73906,""longitude"":-73.86286},""url"":""/homedetails/55th-Ave-Corona-NY-11368/2087819660_zpid/""}",https://www.zillow.com/homedetails/55th-Ave-Corona-NY-11368/2087819660_zpid/,"55th Ave, Corona, NY 11368",Apartment for rent,"$1,900/mo",1,bd,1,ba,--,sqft,27 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Keller Williams
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7805 Park Dr E Apt E, Kew Gardens Hills, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7805 Park Dr E APT E"",""addressLocality"":""Kew Gardens Hills"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72046,""longitude"":-73.82585},""url"":""/homedetails/7805-Park-Dr-E-APT-E-Kew-Gardens-Hills-NY-11367/2084378181_zpid/""}",https://www.zillow.com/homedetails/7805-Park-Dr-E-APT-E-Kew-Gardens-Hills-NY-11367/2084378181_zpid/,"7805 Park Dr E APT E, Kew Gardens Hills, NY 11367",Apartment for rent,"$1,950/mo",2,bds,1,ba,--,sqft,27 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5047 175th St, Flushing, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,100""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5047 175th St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.743153,""longitude"":-73.794315},""url"":""/homedetails/5047-175th-St-Flushing-NY-11365/32050991_zpid/""}",https://www.zillow.com/homedetails/5047-175th-St-Flushing-NY-11365/32050991_zpid/,"5047 175th St, Flushing, NY 11365",House for rent,"$2,400/mo",3,bds,1,ba,"1,100",sqft,27 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Keller Williams Realty Landmark
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7149 166th St # 2, Fresh Meadows, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""650""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7149 166th St # 2"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.729065,""longitude"":-73.803002},""url"":""/homedetails/7149-166th-St-2-Fresh-Meadows-NY-11365/2084281241_zpid/""}",https://www.zillow.com/homedetails/7149-166th-St-2-Fresh-Meadows-NY-11365/2084281241_zpid/,"7149 166th St # 2, Fresh Meadows, NY 11365",Apartment for rent,"$1,550/mo",1,bd,1,ba,650,sqft,27 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,B Square realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7149 162nd St Fl 3rd, Fresh Meadows, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7149 162nd St FL 3RD"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.729144,""longitude"":-73.806697},""url"":""/homedetails/7149-162nd-St-FL-3RD-Fresh-Meadows-NY-11365/2111637024_zpid/""}",https://www.zillow.com/homedetails/7149-162nd-St-FL-3RD-Fresh-Meadows-NY-11365/2111637024_zpid/,"7149 162nd St FL 3RD, Fresh Meadows, NY 11365",Condo for rent,"$2,480/mo",3,bds,2,ba,--,sqft,27 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Keller Williams Realty Greater Nassau
